DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.21-12.45.15, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.496935ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_59, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__1DA9CC021FBDA217CF56218306C521F422EC671E, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=175018 bytes, Retrieved=true, Duration=0.838202ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_60, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__518A2C97C408B8F23B6047A8317465A20C1E25F1, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=167999 bytes, Retrieved=true, Duration=0.793297ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_61, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__F4131A92BEE04ACBCB21FE5056A130089872A249, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=175216 bytes, Retrieved=true, Duration=0.558086ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_62, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__419927927C62B059B6FE45E5AF7229B28DBC13BF, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=168092 bytes, Retrieved=true, Duration=0.585888ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_63, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__7204C8B1F935233A754A057FFE5C1D2DDE2CB714, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=142877 bytes, Retrieved=true, Duration=0.598714ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_64, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__AA9F250A7BAAA64DD6F76E1F9E016E00E2E5D4AA, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=135897 bytes, Retrieved=true, Duration=0.493940ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_65, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf16B8265F__B6252CDF98EE4C5405D390EF62EEB40F5C6D47F1, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=658881 bytes, Retrieved=true, Duration=2.168201ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_66, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf16B8265F__44BBF4CC86B891AE72F9458C86B916E6F06F7762, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=637357 bytes, Retrieved=true, Duration=1.699921ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_67, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_926E53DA4A2B03187FCA1B8E39E9192F__1_1_13123_0, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=3295 bytes, Retrieved=true, Duration=0.092801ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_68, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf42995504__A4A0AB8803DEC593A5DC77C5DD8335B4B105DAED, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=342301 bytes, Retrieved=true, Duration=1.142688ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_69, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf42995504__F364A46935730DDBBB9B31988F379C3FF7D03501, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=246973 bytes, Retrieved=true, Duration=0.615396ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_70, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA7E101B6__3084BB175FCB3D9516245187BBEB551D8F3A62FE, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=504701 bytes, Retrieved=true, Duration=1.076832ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_71, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_70, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094511ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_72, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_70, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.597004ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_73, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA7E101B6__E04C637AD21DC5A01D4FB2EA036D1B8C0056DCA3, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=402223 bytes, Retrieved=true, Duration=43.816479ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_74, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_73, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106055ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_75, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_73, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=43.410210ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_76, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_CE__A5600AC3A695DD9E0D48ECFF08DC2504BF93C882, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=85425 bytes, Retrieved=true, Duration=0.520028ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_77, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_76, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.133000ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_78, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_76, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.308767ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_79, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_835B41A84D96F4541__F0DC66C4E1F30C4F9687DAF14074CA6BE84876EE, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=1813 bytes, Retrieved=true, Duration=0.324592ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_80, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_79, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078686ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_81, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_79, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.224091ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_82, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_835B41A84D96F454104D79BC5574DAB__DD34FA9BF13516B8F9A716426E156A6D7884D257, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=38042 bytes, Retrieved=true, Duration=0.424661ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_83, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_82, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.141982ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_84, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_82, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.238203ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_85, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf88BEA114__42E6C5B47D38A430419C194B55797D2F9F958764, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=695808 bytes, Retrieved=true, Duration=1.314178ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_86, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_85, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080828ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_87, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_85, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.742834ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_88, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf88BEA114__9EFDFC6F74C4B98754BBA9355571072D12E4AE01, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=534136 bytes, Retrieved=true, Duration=18.601198ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_89, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_88, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109054ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_90, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_88, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=18.097424ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_91, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_F0__194E6AB56142785FF939BEDC520528ECFE979DB4, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=880497 bytes, Retrieved=true, Duration=1.628932ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_92, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_91, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.117604ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_93, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_91, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.870701ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_94, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E9620F334C714C94A3F4949D3BB2504__D2700F0E400E47458EA51E80216444ACB9EF3E38, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=500878 bytes, Retrieved=true, Duration=1.630641ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_95, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_94, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.299785ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_96, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_94, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.923730ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_97, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_E9620F334C714C94A__0DA6384251C1494E8DCDE5F38BDFCE5E52DF23F5, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=2437 bytes, Retrieved=true, Duration=0.506341ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_98, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_97, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.121024ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_99, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_97, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.353243ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE32B2B93__FFF52BD240BE198CB21CFFFFB93354093BB9E55D, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=517416 bytes, Retrieved=true, Duration=1.417242ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE32B2B93__D3A83EEC63C7FA8CA6F184E9240181B0CF12294C, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=412234 bytes, Retrieved=true, Duration=1.135420ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_102, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_07__30444474D1B2B155FEC1173F550AB11DF2D6758F, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=35577 bytes, Retrieved=true, Duration=0.432357ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_103, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_102, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.100926ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_104, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_102, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.285242ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_105, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_12256B1243FC9456BAF7C28B9C4E094__4C4A3E5CF170466BFDF4AD3002298AD399A4BBF3, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=24042 bytes, Retrieved=true, Duration=0.442620ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_106, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_105, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.150103ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_107, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_105, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.256162ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_108, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_12256B1243FC9456B__30CD68B2918197306DDE59A70E11BED7BB1114DE, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=1333 bytes, Retrieved=true, Duration=0.339985ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_109, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_108, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076123ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_110, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_108, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.241194ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_111, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_41__F439A6100E5903AFBB09F81C84D9FF73DE6BF035, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=12169 bytes, Retrieved=true, Duration=0.351533ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_112, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_111, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.077408ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_113, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_111, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.243761ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_114, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C728CA9D4EB4DFC6C17BAFB39557C0E__F3A09E01082B8456F56AE00766A025E50CC22D8D, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=9086 bytes, Retrieved=true, Duration=0.436205ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_115, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_114, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.169780ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_116, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_114, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.240341ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_117, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C728CA9D4EB4DFC6C__86C952869D137999A6A5D2057731C10705C76CA3, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=1093 bytes, Retrieved=true, Duration=0.332285ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_118, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_117, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073127ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_119, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_117, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.239059ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_120, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_3A__52DA5DFAA365740CB027171C7A25F85C088F33EE, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=212681 bytes, Retrieved=true, Duration=0.541836ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_121, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_120, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080828ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_122, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_120, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.299357ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_123, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7E1077334B46C06F3E41629478FCADE__E1D6B22BA9432EA77F23E473FB886FAB9F3E226E, StartTime=2015.09.21-12.45.20, HierarchicalDDC, DataSize=132541 bytes, Retrieved=true, Duration=0.618815ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_124, CachedDataProbablyExists, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_123, StartTime=2015.09.21-12.45.20, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.209548ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
